SMILES,des_cv,pred_cv,Err_pred_des,jobacks,Err_joback_des,Err_joback_pred
CCCC(CC(O)C=N)NCN,39.505,42.13639,0.0666090541965612,57.707545397351176,0.31542747611279764,0.2698287596558544
C#CC#CCC(=C)C,39.505,32.058853,0.188486187839158,34.83723597543603,0.13398778329759697,0.07975325532126279
COCC(CCO)CCO,39.505,42.074802,0.0650500543901186,49.45785303131366,0.2012390838116674,0.14927965082995354
C#CC1=C2NC1(C)O2,39.505,27.234419,0.3106083060620541,27.820878379556735,0.4199767333381164,0.02107982974353809
CCCCC(C)CCC#N,39.505,42.011063,0.0634365933950211,50.62954119209898,0.2197243137142042,0.17022627480266292
C#CC1CCC(C)(N)O1,39.505,36.474545,0.0767106815555883,38.20868671163233,0.03392718776625783,0.04538605905825041
C#CC#CC(CO)CO,39.505,36.04315,0.0876306326928554,38.005395990228195,0.03945766043741211,0.05163072082534603
CCCC1=CC2CC2C1,39.505,34.941666,0.1155128300363483,38.64630172621122,0.02221941648834109,0.0958600321566763
N=CNC1=CC=NC=NC=C1,31.6631,33.90275,0.0707336965714082,35.091389722605385,0.09769603739566143,0.033872688770706684
CC1C2CN1NCC(O)CN2,31.6631,39.85701,0.2587841963577575,42.95748397566425,0.26292005328018303,0.07217540900255455
C#CC1OC1COO,31.6631,28.251755,0.1077388265601856,31.65781349742975,0.0001669888721367131,0.10758982131555875
CCC1=NN=CN=NN=C1,31.6631,31.575119,0.0027786597473182,33.59759355219302,0.057578336650445844,0.060197006343658335
COCC1(CN)NO1,31.6631,32.41851,0.0238577535684035,34.45218316725675,0.08095519386148756,0.05902886204290089
N#CC1=CC(=O)C1,31.6631,21.848522,0.3099689485148549,21.63812661005025,0.46330135554773283,0.009723364399394299
CC1NCC1C1CCO1,31.6631,33.375988,0.0540972932717199,35.733231918157315,0.11390326874097101,0.06596783418741133
CCCC1CCC1NCC=O,31.6631,41.733543,0.3180498244327338,49.976284457855954,0.3664374944339672,0.16493305869520777
CCNC(C)(O)C(O)COO,39.9697,42.13311,0.0541262517954029,51.18626646475195,0.21913234231443576,0.1768669037618941
CCC(CN)C1CC1CO,39.9697,42.11569,0.0536903785611252,48.5590359121088,0.17688439959259852,0.13269097689194584
CC(C#N)C1CC(N)CN1N,39.9697,41.383698,0.0353767356213737,48.1359133661132,0.1696490789320321,0.1402739637400676
COCC(O)(C#N)CCO,39.9697,40.835228,0.021654602519123,43.99492663503695,0.09149297300637636,0.0718196136851972
CC(C)OC1(O)CC1C,39.9697,40.58098,0.0152935446989765,41.00672786566951,0.025289212762028224,0.01038239059366516
CCCC#CC(CO)CCN,39.9697,42.208054,0.0560012606766421,54.15221877294289,0.2619009727451679,0.2205664891225248
CC(O)C1(O)CCNC1C,39.9697,41.972183,0.0501000314623091,42.45187548563623,0.05847033746426776,0.011299677108459768
C#CC#CCC(C)O,39.9697,33.377846,0.1649212837684507,34.90321817513391,0.1451580137809644,0.04370290921255595
CC#CC(C)OCCO,39.9697,39.135986,0.0208586422183554,41.701914419960886,0.04153800716476813,0.061530230821553976
CCCC1COCC(CO)N1C,39.9697,42.210983,0.0560745583871578,55.036689344733794,0.2737626395068671,0.23303920525446772
CCC(=CC(O)CCO)CO,39.9697,42.187065,0.0554761512974006,51.01594539215552,0.21652534922648023,0.17306119340313353
CCCC#CCC(O)CO,39.9697,41.942482,0.0493569377460652,46.67386907483115,0.14363859709342947,0.10137122052695972
CCC1=COCCCC1O,39.9697,39.243626,0.0181656194349935,41.302072670868974,0.03225922053564916,0.04983882255189655
CC1(C)CN(O)C1=N,39.9697,32.256546,0.1929750280710686,31.601727440100834,0.2647947829991305,0.020720973596786277
C#CC(O)CC(O)CC,39.9697,39.914764,0.0013744310240789,42.607851160548506,0.061917019720328495,0.06320635956037354
CCCN(CO)CNCCO,39.9697,42.227856,0.0564966883007138,54.201554793442824,0.2625728145194196,0.2209106148167427
CCCCCOCCCCC,39.9697,42.22974,0.0565438355259674,59.720797536160156,0.3307239412568314,0.2928805082612896
CCCC(O)C=CC=O,39.9697,37.388313,0.0645835897327968,40.35044457752178,0.009435945043685532,0.07341013484574864
CCC1=NC=CN=NN=N1,25.9106,30.696007,0.1846891532771277,33.59759355219302,0.22879595647978382,0.08636292797832305
CC1C2CCOCC12,25.9106,29.392317,0.1343742259244211,32.67641505309747,0.20705499798871377,0.10050362158030449
N#CC1=CCNNCCC1,25.9106,33.883247,0.3076982924165509,35.29027619503228,0.2657864206898055,0.03987016670700763
CCNNOCC(C)C,25.9106,41.14975,0.5881434530987077,46.13097207554187,0.4383252978591034,0.10797999373143193
C1CC2CC1C2,25.9106,21.287577,0.1784220868904988,23.61889388073641,0.0970285116159781,0.09870559106232475
C1=NC2=CCC(=C1)OC2,25.9106,25.990183,0.0030714409001302,28.87409930417838,0.10263521202718631,0.09987900484089036
C#Cc1cnccn1,25.9106,23.838066,0.0799878775067262,23.417554291954463,0.10646054993463035,0.017957114684261144
COC12CC(=O)C1C2,25.9106,28.966297,0.117932319192076,28.940968101774295,0.10470859478914642,0.000875191808948248
CCCC#CCCCC=O,40.5404,41.173027,0.0156048543816592,47.03435845719764,0.1380683965979316,0.12461808026002079
CCC1(COC)CCC1C,40.5404,41.92762,0.0342182103304859,47.78822628564688,0.1516655220121395,0.12263703303437118
CCC1(C)C(C)C1O,40.5404,37.368347,0.0782442411034732,37.98671149764353,0.0672258377120873,0.016278442467490054
CCCC#CC#CC=O,40.5404,34.46549,0.1498483381062374,36.90859949124019,0.09839984607440262,0.06619350300246502
CCCC#CCC(O)CCC,40.5404,42.22814,0.0416311083429855,54.51568759913477,0.2563535051029344,0.22539471004177128
CC#CC(C)NC(C)C=O,40.5404,40.492714,0.0011762605148775,45.634485457680185,0.11162798060699648,0.11267293596305547
CCCC(C)COCCO,40.5404,42.19037,0.0406993678489544,51.82767338591833,0.21778468236208928,0.18594898740981883
CCOC1OCC1(C)O,40.5404,37.711918,0.0697694675632882,38.640658988612,0.049164301570215924,0.02403532995867695
CCNN1CC1(C)CCCO,40.5404,42.215126,0.0413100521355896,51.80315419180321,0.21741444835776644,0.18508579914464593
CCCC1CCC(O)C1CO,40.5404,42.109993,0.0387167610817118,50.38363605476312,0.19536573430437387,0.16421290130331817
C#CC#CCOCOCC,40.5404,38.794624,0.0430626158446072,44.52878681552273,0.08956872847324866,0.1287742879517167
CCCCC(C)CCOO,40.5404,42.165695,0.040090753678545,51.82767338591833,0.21778468236208928,0.18642508441336877
CCOC1CCCOC(CO)O1,36.0941,41.687714,0.1549730738000636,50.990029397340564,0.2921341598229688,0.18243400733998666
CCC1(CCN)CC1O,36.0941,39.618977,0.0976579716080351,42.564341505191784,0.15201084467388223,0.06919793425754096
COCC(CCCO)COC,36.0941,42.222527,0.169790257972715,55.429894715841314,0.3488333292885606,0.23827156417215384
CCC1=CCCC(C)CO1,36.0941,39.861256,0.1043703997537535,43.67189302547364,0.17351647708638482,0.08725605329842048
CCCC(=O)C(C)CC,36.0941,41.40541,0.147151771802083,45.22688673909886,0.20193268645227186,0.08449568419652398
CCN1CCC1OCC=N,36.0941,39.083393,0.0828194385487886,42.368972449495935,0.14810065212168227,0.0775468287179342
CCCC(CCC)CCO,36.0941,42.22474,0.1698515567560081,53.69745022569432,0.3278246946867337,0.2136546554347307
CCC1=NC(NO)=C1O,36.0941,33.868935,0.0616490054787996,34.48278701133148,0.046728038198856084,0.017801693671969192
C#CC1NC1OCC(=O)O,36.0941,34.922256,0.0324663457538333,37.3827177277341,0.034470948236545104,0.06581816083180844
C=COCCC(C)COC,36.0941,41.93757,0.1618953974347825,49.80992048884214,0.275363227931966,0.15804784291124524
CCCOCCC1C=NC1,36.0941,38.794697,0.0748210042046021,45.15013768987574,0.20057608134175034,0.14076237670701183
COCC#CCC(O)CO,36.0941,40.974247,0.1352062242516025,44.80409223505517,0.19440171199898543,0.08547980874074411
CNC1=CNC1(C)C=O,36.0941,35.985916,0.0029972727483074,35.23524468134622,0.02437489299197246,0.02130455813327152
C#CC(C)(C)CNNC1CC1,36.0941,41.66488,0.154340428081455,50.41722850838258,0.2840919449985466,0.17359836641808624
CC1=NN=CN=NC=N1,22.5152,25.925474,0.151465417445553,28.125595382494062,0.19947650196184238,0.07822488208955251
CC1CCCC1C#N,22.5152,29.940853,0.3298062250789015,32.738653530716746,0.3122747098051752,0.08545863158641312
N=C1C=NN=NC1,22.5152,21.505531,0.0448438694288677,20.350534935674975,0.10636895153700923,0.05675507145024921
N=CC1=C2CC3OC2C13,22.5152,26.896252,0.1945819570097888,29.481724176591527,0.2362997542091837,0.08769745490816273
NC1=NN=NC=NC=N1,22.5152,25.083899,0.1140873074328241,27.762126556302167,0.188995844596461,0.096470547775606
O=CC1NC2N=CCC12,22.5152,27.575888,0.2247676094395657,31.03895834540343,0.2746148324486448,0.11157173210731403
N#CC1CC2CC12,22.5152,22.777374,0.0116443232828544,25.29568772845864,0.10991943600452028,0.099555060747585
N=CC1=C2C=CN=NN12,22.5152,23.993309,0.0656493844601022,26.09376826864868,0.13714264002828153,0.08049658627390952
N=C1CN=CN=CN=NC=N1,22.5152,32.23061,0.4315044900244647,32.429642447475935,0.30572160835672724,0.006137361760873416
CC1CCC23C=C2NC1C3C,22.5152,36.984077,0.6426270898598849,42.93779514068457,0.47563213420182543,0.13865914915233465
CCCCC1=NC=C1,29.4921,29.830505,0.0114744413281437,34.15643219067291,0.13655794506390503,0.12665044072882387
CC1CC1C1CC(O)CO1,29.4921,38.163387,0.2940206800663223,40.66986464358513,0.27484145181063935,0.0616298496577484
C1=CC2CCC2CNCCC1,29.4921,39.2156,0.3296984297509703,42.282984286007256,0.30250665845835656,0.0725441767605402
OC1CC2CCC1C2,29.4921,28.28833,0.0408166906349497,31.61234347122405,0.06707011370903446,0.10514922673321646
O=CC1CCC2CCOC12,29.4921,33.33942,0.1304525726755136,38.07832870944993,0.22548859155467807,0.12445159412350658
CCOC1OCCC1N,29.4921,35.734978,0.2116796607283973,40.10938664991659,0.26470827745601205,0.10906196816464372
CC1N=CN=NN=NC=N1,29.4921,29.088696,0.0136783909547625,31.724262698540922,0.07036137355663696,0.08307731919841087
N#CCNCCCCN,29.4921,36.663704,0.2431703377669623,43.548118074505226,0.3227698163777637,0.15808752200788279
COCC1CCC2C=NC21O,29.4921,37.19699,0.261252707226575,42.90336815442016,0.31259243111518853,0.13300536531028165
COCC1OCCCO1,29.4921,33.400795,0.1325336270699663,37.52458163715398,0.21405919231357473,0.10989560595316318
C1CCC2COC2CC1,29.4921,31.914652,0.0821423998537757,35.394262426308735,0.16675477949560624,0.09831001376433043
CCCC12CCCCC1C2O,29.4921,41.84708,0.418925075891947,47.45433611716468,0.3785162239508724,0.11816109076566522
CCC1=NC=NN=CN=N1,29.4921,30.134253,0.0217737139172108,33.59759355219302,0.12219605984027505,0.10308299452497408
COCCNCC1CCOC1,29.4921,40.277885,0.3657177833050789,49.58869073190649,0.40526560462254524,0.18776066870254568
C1CC(CC2CC2)CN1,25.6637,34.120853,0.3295375734626054,36.50808135492975,0.29704057163402303,0.06538903898348528
C1CCCC2CC2CC1,25.6637,34.576973,0.3473105188038273,36.70001119903996,0.3007168346403301,0.057848434637412245
C1=CN=CN=NC=NCC=N1,25.6637,31.41455,0.2240850220837214,33.454868759666546,0.23288594600794374,0.06098719963075664
O=CC1CC2CCC2N1,25.6637,30.539078,0.1899717405825763,33.72014946837198,0.23892092993029512,0.09433740711486716
CCC(COC)OC,25.6637,36.34393,0.4161609312286025,41.383720561349115,0.37986001133090586,0.12178195901641804
O=CC1=C=NCCCCN1,25.6637,34.271957,0.3354254218004784,36.80121413979967,0.3026398557800489,0.06872754605844199
CCn1ncncnncn1,25.6637,33.074764,0.2887761410750977,37.271845042344054,0.31144540950833516,0.11260727869993567
CC1=NN=CNNC1C=O,25.6637,31.894491,0.2427861608294483,34.41190766826449,0.2542203632707147,0.0731553941307972
C#CCC1CCOCC1,29.2641,33.823086,0.1557876642340653,37.503632334757185,0.21969958166214867,0.09813839635330915
N=CC1N=Nc2ccoc21,29.2641,28.235012,0.0351655422704487,24.64386186605523,0.18748028044698406,0.14572189024039567
CCC1=CCCC2CCC12,29.2641,38.101013,0.3019711244697001,41.89504843538131,0.30149024543707637,0.09056047378088629
CCNCNCC(NNN)OC,29.2641,42.11219,0.4390393091392536,59.58897426316467,0.5089007595472271,0.29328889243807754
N=CCNCCC1CC1,29.2641,36.52539,0.2481296409252292,38.82160649757476,0.24619039137836385,0.05914789996437187
CCN1N=NC=NN=N1,29.2641,27.368876,0.0647627808974121,30.385316381002113,0.03689994097619911,0.09927296274223063
OCC12CCCCCC1N2,29.2641,38.12501,0.302791182510031,39.03625730686781,0.2503354056217002,0.023343613597594758
CC1=NNN=CC=N1,29.2641,24.612421,0.1589551349343871,25.98983339709489,0.12598259299619446,0.05299812338346329
CCC1=CC=NC1,29.2641,24.64154,0.1579600764300371,27.57280829070951,0.061339116837814435,0.10631011030157504
CCCNNCC1CNCN1,29.2641,40.786835,0.3937498408219243,48.85984344802326,0.40106029952529565,0.16522788200521488
CC(C)CC1CO1,29.2641,29.73333,0.0160343141579347,33.03968247511841,0.11427417554517164,0.1000721625460041
CCCCNCC1CCC1=N,29.2641,42.036938,0.4364678125629371,49.90477381469599,0.413601189564308,0.15765697774546505
CCC1=CC1CCCCC=O,33.4011,42.01747,0.2579666931171896,50.46568593618057,0.3381423559319222,0.16740515420446814
CCC1(CC)NC1O,33.4011,34.647934,0.0373291286802212,36.15225658731005,0.07609916633186721,0.04161075211659369
COCC(CCO)CCO,33.4011,42.074802,0.2596831361446671,49.45785303131366,0.3246552781243358,0.14927965082995354
N#CC1COCOCCNN1,33.4011,35.979652,0.077199625305309,38.95863708858521,0.14265224617453465,0.07646533121298658
CCC1NCN=CN=CN=C=NN1,33.4011,38.20587,0.143850698989891,46.885145467184806,0.2875973900224405,0.18511781035764271
COCC(C)NNCCCO,33.4011,42.10707,0.2606492278054185,54.70514806033513,0.38943406271085446,0.23029053950170317
CC1=CCCC1CC1CO1,33.4011,38.720146,0.1592476349341554,40.58929966265004,0.17709592731072835,0.04605040437221495
CCC1CCCNCCC1C,33.4011,42.208115,0.2636743886884994,49.95394466284565,0.33136211313372405,0.15505941953382477
COC1CN=C1CC#N,33.4011,32.190536,0.0362432225578367,34.6860396858818,0.037044865816860874,0.07194547744513886
OOC1CCCC2NCN2CC1,33.4011,39.970963,0.1966959927791019,46.22073581373864,0.27735680940691854,0.1352157793187049
COCC1CNCC(N)C1O,33.4011,41.57789,0.2448059641379934,48.105029438760795,0.30566303794656974,0.13568517709920644
CCC1=C(O)C=NCC=N1,33.4011,33.674385,0.0081819182841517,37.1601694156093,0.10115856506376122,0.09380431979799
COCC#CCC1CCO1,33.4011,37.9506,0.1362080790875197,41.87181924385455,0.20230119915551042,0.09364816993066431
COCC1CCNCCC1CO,33.4011,42.12558,0.2612033685712259,52.297971368428385,0.36133086760294847,0.19450833564395822
N#CCN(C#CO)C=N,33.4011,31.49887,0.0569510929397721,31.61128540386225,0.05661948172215325,0.003556179460153045
N=CCc1nnco1,27.2708,24.480198,0.1023293080329825,23.03225741394885,0.18402636397612476,0.06286576951741797
N=CCC1C=NN=NN=CO1,27.2708,31.923096,0.1705962312482581,35.308438886213196,0.22764073235057788,0.09587914371187511
CC(CCO)CNCC=N,27.2708,41.75985,0.531302695496276,47.178323510083324,0.4219633515766733,0.114850912600259
N#CCC1CCCNC1=N,27.2708,35.296387,0.2942923096773838,36.76550096953457,0.25825028135485695,0.03995903580239359
O=CC12COCC1C2,27.2708,27.059868,0.007734725094727,28.25268263146583,0.03475360709189004,0.04221951759502501
C#CC#CC(C)=O,27.2708,25.923666,0.0493984041404649,26.483960314476636,0.029710046238562864,0.021155986786854087
CC12CCC(=O)C3C1C32,27.2708,29.981945,0.0994156767620236,32.61942335412002,0.1639705060403669,0.08085606926545791
CC12CCC1NC1=CC12,27.2708,31.827183,0.1670791751534751,32.57452519559226,0.16281818886833438,0.022942535343335766
O=C1CCC2NC12CO,27.2708,31.650858,0.1606134739507105,31.497741452005474,0.13419823952921367,0.004861191340586616
Cc1cccnccnnn1,27.2708,33.11235,0.2142053208511369,33.22113854896047,0.1791130228782198,0.0032746785243419323
NC12CC1N(C=O)C2,24.0064,27.958164,0.1646129455098595,30.066096912891158,0.20154584515734064,0.07010996202793983
OCCC1CCCOCC1,24.0064,39.472614,0.6442537943352639,42.69065933449104,0.43766621611757295,0.07538054892235137
O=CC1=CCCC2OC12,24.0064,29.082602,0.2114520105988908,31.79847027043452,0.24504544414136198,0.08540877115587761
CC1(NN)CC1,24.0064,22.968164,0.0432482819594055,26.690006267099648,0.10054723255751677,0.13944703608734266
C1CONC2CCC2C1,24.0064,31.291588,0.303468567948124,34.09070685193406,0.2958080891585253,0.08210797341608234
CC1CCC1CO,24.0064,29.456425,0.2270238233610523,31.446190124877564,0.23658796488010267,0.06327523674492544
C1OCC23CC(N2)C13,24.0064,25.232601,0.0510780944153011,27.18536491678414,0.11693662845855192,0.07183144029008455
N#CC1=C2NNC2C1,24.0064,23.640545,0.0152398988870708,25.04419323750911,0.041438477481270566,0.05604685382345805
NC1=NC=NN=NC=N1,24.0064,25.705908,0.0707939475162987,27.762126556302167,0.1352823800685973,0.07406559984272504
CC1C2NCCOC12,24.0064,28.626774,0.192464252625488,31.37285947872281,0.23480357229530735,0.08753060844151657
CCC1CC=CNCC1O,33.3343,39.702858,0.1910511986509813,41.38953565127936,0.19462010202644958,0.04075130645316204
CCCC1CCCC1C,33.3343,39.821968,0.1946243982508492,43.64838108861571,0.23629928147107862,0.08766449048470454
C#CC1(N)CN1CCO,33.3343,36.527264,0.0957861314429108,38.59647585895047,0.13633824699905028,0.0536114195117796
CC1NCC2C(C)N1C2N,33.3343,38.19048,0.1456811536034791,43.54954370524044,0.23456603298489234,0.12305671309698628
CC1CCCC(N)CN1CC=O,33.3343,41.70959,0.2512514410641662,52.806706962832344,0.36874874580870703,0.21014597578756386
C#CC1CCCC(=O)C1O,33.3343,35.814106,0.0743920222578194,38.1526891128493,0.12629225422609952,0.06129536782930713
COCC1COCCCCCO1,33.3343,42.076458,0.2622571338619657,50.605698955457534,0.34129355610046197,0.16854309161829495
COCc1occc1O,33.3343,31.384872,0.0584811309514992,29.721620300130454,0.12155056364318363,0.05596100357497157
COC1N=CC=CC(O)=N1,33.3343,33.012188,0.0096630810377397,35.37566235788712,0.05770527593900995,0.06681074502510838
C#CC#CC(C#N)CN,33.3343,33.902935,0.017058556144157,36.94383848504564,0.09770339610234956,0.0823115195860483
OCC1C2CN1C21CC1,33.3343,32.233627,0.0330192228624588,33.76798141387035,0.012842977155045947,0.04543814434937205
COCC1N=NC=NC=CO1,33.3343,35.37912,0.061342817249706,39.50750191984859,0.15625391684780693,0.10449615185045379
C#CC1CC2CCC(C1)C2,33.3343,35.90695,0.0771773189866556,40.6180595200582,0.17932317806716747,0.11598558807891202
C#CC1OC1OCCC,33.3343,35.18978,0.0556628214471233,39.49963202173337,0.1560858090612363,0.10911119423497455
CCCC=CCC1(C)CC1,33.3343,42.078102,0.2623064564672547,46.79417899403588,0.28764002881109213,0.1007834114289507
CC#CC1C(=O)C1CC=O,33.3343,36.21473,0.0864103733716332,37.96964382411176,0.12208025562694887,0.04621886452875657
CC1CCCNCC1C#N,33.3343,37.853172,0.1355622377624877,40.15584283521112,0.16987671914159325,0.05734335709651681
CC1C2CC(CO)CC12,36.5196,35.92189,0.016366820589791,38.7268667071463,0.0569957472634623,0.07242973536582803
CCCC1COCC(=O)N1,36.5196,37.58522,0.0291794087808756,40.57878069929323,0.10003210124457819,0.07377157833984334
C#CC1CCC(CC)C1,36.5196,37.192123,0.0184154101656628,40.45190617371171,0.0972094159623851,0.08058416727541334
COCCCCCC1CO1,36.5196,41.40808,0.1338591072927278,47.63720577037748,0.2333807281637582,0.13076177894235294
CCCC1CCC(=O)C1C,36.5196,40.663383,0.1134673841960679,44.83061011262241,0.18538695082988357,0.09295494980223547
CCC#CCC#CCCC,36.5196,41.603165,0.1392009954340016,46.81105461372017,0.2198509454368024,0.11125341346600967
CC1CC1CC1CC1=O,36.5196,33.881813,0.0722293494639478,36.276018580099866,0.0067146679661740545,0.06599967895631377
C#CC1OCCCC(O)CO1,36.5196,39.6438,0.0855485500423061,43.07970742224916,0.15227836526255273,0.07975698136878787
COCC1CCCC2=CCC21,36.5196,38.313583,0.0491238505904621,45.49726976530428,0.19732326382693313,0.1578926999875162
CCOC1CC1CC(C)C=O,36.5196,41.55498,0.1378816096476811,50.464089470047305,0.27632499895443446,0.17654354935573066
CCCC1(CO)CO1,36.5196,33.62596,0.0792352242710506,35.61916405299465,0.025279536197583653,0.05595875439494129
CCCc1cc(O)ccn1,36.5196,36.87096,0.0096211414034027,34.57632722910364,0.05620240571013171,0.06636427159229667
CCC1CC2(CCN1)CO2,36.5196,37.492805,0.0266488537924028,40.10032888874121,0.08929425239069692,0.06502500006859832
CCC(CO)OCCCNC,36.5196,42.215126,0.155958061906419,56.002409807976214,0.34789234739683206,0.2461909024138555
CCCC1=COCC=NN1,36.5196,34.861427,0.0454050069790219,39.15624699217158,0.06733656043948041,0.10968415826548025
CC1=CC1NNCC(C)N,36.5196,40.61889,0.1122490075187152,46.41484677185039,0.21319141309439052,0.1248729054377815
C1=C2CCC3CCC1C23,25.699,28.265594,0.0998713756341442,33.34045690285876,0.22919472654867987,0.1522133580126078
C1CC2CC1C2,25.699,21.287577,0.1716573922948349,23.61889388073641,0.08806958233383343,0.09870559106232475
COCC1CC2=NCC21,25.699,32.164074,0.251569086115872,35.92954998099378,0.28473916278955874,0.10480164608200383
N=c1cnoccnno1,25.699,28.89793,0.1244768335446387,26.34797809067195,0.024631039559794878,0.09677979466025191
O=CC1=C2CC23CCC13,25.699,28.658321,0.1151531725209242,30.473979765396543,0.15669038970809354,0.05958062515543957
O=CCC1CC2COC12,25.699,30.638008,0.1921867822746324,34.82958200027986,0.26215020324408417,0.12034522838218914
CC1CC2CC(O)NC1N2,25.699,35.90383,0.3970906059353901,39.368502267567,0.3472192610900609,0.08800619957598205
O=C1N=CC2OC2CN=N1,25.699,27.288984,0.0618695007084343,30.367134298936858,0.15372324082290129,0.1013645301079537
N=C1C=CC=CC=NC=N1,25.699,28.984863,0.1278595774641036,30.610194724365805,0.16044310624579194,0.053097725741418925
COCC1CCC(C)N1,25.699,36.747078,0.4299030289853507,40.47504867446505,0.365065618408681,0.09210540312004505
C1=CCC2CCC2CC1,23.8386,32.58525,0.3669112638532543,34.865794981512884,0.3162754495447445,0.06540923511774535
CCC=C1CCCO1,23.8386,30.827843,0.2931901501095846,33.615081656563035,0.29083617158651964,0.08291631372606977
CC1CNC(C)O1,23.8386,27.460709,0.1519430091601043,30.095080402111876,0.20789046975507788,0.0875349514576147
CC1COC(C)N1,23.8386,27.631418,0.1591040676948065,30.095080402111876,0.20789046975507788,0.08186262901424221
C1=CN=CN=CCN=NC1,23.8386,29.445265,0.2351927049526474,31.775687443200592,0.24978491676657597,0.07333979626298409
C1CCN2CCC2COC1,23.8386,35.756126,0.4999255998174639,38.983244134405986,0.3884911189584544,0.08278218516857044
C1CC2C3CN(C1)C2CN3,23.8386,31.962137,0.340772412066566,37.5453690361622,0.365072161708156,0.14870627668580524
O=CC1CC2CCCC12,23.8386,31.255594,0.3111338020496186,35.023705042746656,0.31935813270169916,0.107587447934125
CCCCCCCC(O)CO,39.8866,42.228615,0.0587168323980711,56.799628040788605,0.29776652813013355,0.256533599662395
C#CC#CC(O)COCC,39.8866,40.78988,0.0226461730309136,43.97743767475584,0.09302128298175233,0.072481659762219
C#CC(CCC)OCO,39.8866,38.830635,0.0264741775232589,43.15920030131539,0.0758262497559679,0.10029299132272064
CCCC1CCC(C)C1C,39.8866,41.973278,0.0523152649173982,49.65127859427349,0.19666519917977893,0.15463852717700266
CCC(C)(C)C=O,39.8866,32.507362,0.1850054312545402,35.19562211034435,0.13328299397432508,0.076380525450472
C#CC1=CCCC(O)CO1,39.8866,36.300766,0.0899007187574038,38.10559775596497,0.04673859876023687,0.047363953388775915
